번호,병원/약국명,병원/약국구분,전화번호,우편번호,소재지주소,홈페이지
17857,하늘담은치과의원,치과의원,053-963-7528,41067,대구광역시 동구 이노밸리로 166 4층 402호 (각산동),
17858,하늘리더스치과의원,치과의원,032-751-2840,22377,인천광역시 중구 하늘별빛로 75 4층 (중산동),
17859,하늘마음치과의원,치과의원,062-264-0330,61161,"광주광역시 북구 삼정로 7 209호 (두암동, 주공2단지상가)",
17860,하늘미소치과의원,치과의원,02-565-3523,06291,서울특별시 강남구 남부순환로 2936 201호 (대치동),
17861,하늘미치과의원,치과의원,041-584-2828,31119,충청남도 천안시 동남구 터미널2로 24 2층 (신부동),
17862,하늘별빛어린이치과의원,치과의원,032-715-7272,22402,인천광역시 중구 자연대로 47 스타타워2 506호 (중산동),
17863,하늘부부치과의원,치과의원,032-432-2879,21512,"인천광역시 남동구 호구포로 893 2층 (간석동, 중앙빌딩)",
17864,하늘빛치과의원,치과의원,02-817-7528,07044,서울특별시 동작구 성대로 52 1층 (상도동),
17865,하늘사랑치과의원,치과의원,02-584-7227,06626,"서울특별시 서초구 사임당로 171 3층 (서초동, EWR빌딩)",http://www.skylovedent.co.kr/
17866,하늘수치과의원,치과의원,062-961-6002,62220,광주광역시 광산구 장덕로 55 3층 (장덕동),
17867,하늘수치과의원,치과의원,032-752-2875,22377,인천광역시 중구 하늘중앙로195번길 29 3층 (중산동),
17868,하늘연치과의원,치과의원,055-912-2879,50639,경상남도 양산시 동면 금오로 242 GOOD프라임빌딩 402호,
17869,하늘연치과의원,치과의원,042-254-2587,34812,"대전광역시 중구 목중로 50 312호 (중촌동, 제일프라자)",
17870,하늘의정원치과의원,치과의원,031-593-2882,12218,경기도 남양주시 경춘로1308번길 2 (평내동),
17871,하늘정원치과의원,치과의원,236-2822,16490,경기도 수원시 팔달구 권광로 159 (인계동),
17872,하늘정원치과의원,치과의원,02-2662-0076,07639,서울특별시 강서구 강서로 277 (내발산동),
17873,하늘채부부치과의원,치과의원,063-274-0022,54953,전라북도 전주시 완산구 유연로 275 (서신동),
17874,하늘치과의원,치과의원,055-286-7528,51143,"경상남도 창원시 의창구 사림로 47 (사림동, 사림프라자)",
17875,하늘치과의원,치과의원,02-816-2978,06941,"서울특별시 동작구 알마타길 6 112호 (대방동, 신동아파밀리에상가)",
17876,하늘치과의원,치과의원,02-737-2804,03043,서울특별시 종로구 자하문로 58 (창성동),
17877,하늘치과의원,치과의원,02-401-2825,05798,"서울특별시 송파구 송이로31길 6 (문정동, 기영빌딩 201호)",
17878,하늘치과의원,치과의원,02-909-2275,01886,서울특별시 노원구 석계로 98-1 301호 (월계동),
17879,하늘치과의원,치과의원,051-361-2828,46581,부산광역시 북구 낙동대로 1778 3층 (구포동),
17880,하늘치과의원,치과의원,051-722-7528,46066,부산광역시 기장군 기장읍 차성동로 63 (기장읍),
17881,하늘치과의원,치과의원,051-891-2875,47116,"부산광역시 부산진구 성지로 90 4층 (초읍동, 새마을금고회관)",
17882,하늘치과의원,치과의원,051-582-2275,46272,부산광역시 금정구 서부곡로 2 (부곡동),
17883,하늘치과의원,치과의원,031-418-2875,15537,경기도 안산시 상록구 용신로 388 유니온프라자 6층 601~603호 (본오동),http://www.skydental.net
17884,하늘치과의원,치과의원,031-396-2750,15856,"경기도 군포시 고산로250번길 1 3층 (당동, 용문상가)",
17885,하늘치과의원,치과의원,031-703-2080,13506,"경기도 성남시 분당구 성남대로 934 6층 601호,602호 (야탑동, 궁전프라자-2)",
17886,하늘치과의원,치과의원,033-746-9075,26392,강원도 원주시 능라동길 7 403호 (무실동),
17887,하늘치과의원,치과의원,042-582-3363,35005,대전광역시 중구 천근로 40 4층 (문화동),
17888,하늘치과의원,치과의원,063-222-7528,55062,전라북도 전주시 완산구 호암로 63 3층 (효자동2가),
17889,하늘치과의원,치과의원,062-529-2275,61206,"광주광역시 북구 동문대로 2 (풍향동, 603-24)",
17890,하늘치과의원,치과의원,061-794-2879,57778,전라남도 광양시 사동로 184 2층 (마동),
17891,하늘치과의원,치과의원,053-383-1010,41519,대구광역시 북구 동북로 163 201동 3층 309호 (산격동),
17892,하늘치과의원,치과의원,052-261-2875,44707,"울산광역시 남구 삼산중로 69 3층 (달동, 화신빌딩)",
17893,하늘퍼스트치과의원,치과의원,032-752-9881,22402,인천광역시 중구 하늘중앙로225번길 3 영종M타워 202호 (중산동),
17894,하늘플란트치과의원,치과의원,042-534-3900,34887,대전광역시 중구 평촌로 58 4층 (유천동),
17895,하단강산치과의원,치과의원,203-7528,49311,부산광역시 사하구 낙동남로 1409 4층 (하단동),
17896,하단부부치과의원,치과의원,201-2275,49311,부산광역시 사하구 낙동남로 1417 5층 (하단동),
17897,하단어린이치과의원,치과의원,051-202-1275,49427,"부산광역시 사하구 낙동남로 1414 6층 (하단동, 삼영빌딩)",http://hadan.i275.co.kr
17898,하단에이스치과의원,치과의원,051-207-7528,49408,부산광역시 사하구 낙동대로 457 4층 (하단동),
17899,하단턱편한미소치과의원,치과의원,051-206-2080,49326,부산광역시 사하구 낙동대로 442 3층 (당리동),http://www.임플란트치료.net
17900,하당정석치과의원,치과의원,061-284-2804,58689,전라남도 목포시 비파로 54 (상동),
17901,하당탑치과의원,치과의원,061-283-2879,58691,전라남도 목포시 부흥로 31 2층 (상동),
17902,하동중앙치과의원,치과의원,055-883-9800,52330,경상남도 하동군 하동읍 중앙로 15 (하동읍),
17903,하루미치과의원,치과의원,051-624-2835,48496,"부산광역시 남구 수영로 240 (대연동, 이지스퀘어3층301호)",
17904,하루미치과의원,치과의원,051-516-2772,46230,부산광역시 금정구 중앙대로1929번길 12 (구서동),
17905,하루안치과의원,치과의원,063-242-2875,54969,전라북도 전주시 완산구 홍산중앙로 22 2층 (효자동3가),
17906,하루애드림치과의원,치과의원,063-452-8228,54085,"전라북도 군산시 수송로 285 2층 201호 (미장동, 한림빌딩)",
17907,하루에치과의원,치과의원,042-489-2828,35234,대전광역시 서구 둔산남로 7 2층 (둔산동),
17908,하루에치과의원,치과의원,1544-0208,06028,"서울특별시 강남구 강남대로162길 41-11 하루에치과빌딩 지하1층,지상2~3층 (신사동)",http://www.davincidoctor.com
17909,하림치과의원,치과의원,755-2014,04516,"서울특별시 중구 서소문로 103 7층 703호 (서소문동, 배재빌딩)",
17910,하모니치과의원,치과의원,052-234-0980,44031,울산광역시 동구 방어진순환도로 911-1 (서부동),
17911,하모니치과의원,치과의원,02-428-2844,05296,서울특별시 강동구 양재대로 1570 (명일동),http://www.harmonydent.com/
17912,하모니치과의원,치과의원,032-504-2871,21424,"인천광역시 부평구 경인로 948 3층 (부평동, 유성메디칼프라자)",
17913,하버드림치과의원,치과의원,265-6617,49524,부산광역시 사하구 다대로 549 (다대동),
17914,하버드림치과의원,치과의원,051-808-3131,47257,부산광역시 부산진구 가야대로 763-1 3층 (부전동),
17915,하버디안치과의원,치과의원,3783-0660,04520,"서울특별시 중구 세종대로 136 지하1층 (태평로1가, 파이낸스빌딩)",http://www.harvardian.co.kr/
17916,하벨치과의원,치과의원,043-253-5375,28530,충청북도 청주시 상당구 상당로 53 (남문로2가),
17917,하북치과의원,치과의원,031-668-2855,17714,경기도 평택시 진위면 경기대로 1838 (진위면),
17918,하상윤치과의원,치과의원,031-408-2729,15541,경기도 안산시 상록구 샘골로 142 202호 (본오동),
17919,하상현치과의원,치과의원,02-584-2833,06686,"서울특별시 서초구 방배로 91 2층 (방배동, 신진빌딩)",
17920,하솜치과의원,치과의원,02-356-2888,03392,"서울특별시 은평구 서오릉로 94 205호 (대조동, 삼성타운상가)",
17921,하시온치과의원,치과의원,031-575-2045,12102,경기도 남양주시 별내5로5번길 15-1 501호 (별내동),www.hazionimplant.com
17922,하안봄치과의원,치과의원,02-897-2822,14306,"경기도 광명시 하안로288번길 2 3층 (하안동, 금성빌딩)",
17923,하안새론니치과의원,치과의원,893-4962,14306,"경기도 광명시 범안로 1056 3층 (하안동, 골든힐빌딩)",
17924,하안치과의원,치과의원,02-894-0224,14305,경기도 광명시 하안로 295 6층 (하안동),
17925,하앤김미소치과교정과치과의원,치과의원,041-577-2885,31175,충청남도 천안시 서북구 충무로 172 (쌍용동),
17926,하앤박치과의원,치과의원,032-227-2275,22188,인천광역시 미추홀구 독배로317번길 23-1 3층 (용현동),
17927,하얀-e치과의원,치과의원,051-851-2825,47594,부산광역시 연제구 연수로 213 2층 (연산동),
17928,하얀e 치과의원,치과의원,054-231-2828,37611,"경상북도 포항시 북구 용두산길 5 2,3층 (두호동)",
17929,하얀고운치과의원,치과의원,031-699-0060,12798,경기도 광주시 오포읍 양벌로 327 3층 302호,
17930,하얀나무치과의원,치과의원,061-665-2875,59691,전라남도 여수시 예울마루로 37-16 (웅천동),
17931,하얀나무치과의원,치과의원,033-264-0447,24354,"강원도 춘천시 중앙로67번길 18 1동 3층 1301호 (죽림동, 브라운가)",
17932,하얀니치과의원,치과의원,055-752-5945,52629,경상남도 진주시 금산면 중천로 80 2층 201호,
17933,하얀돌치과의원,치과의원,02-582-2102,06721,서울특별시 서초구 효령로 322 2층 (서초동),
17934,하얀림치과의원,치과의원,053-253-2804,41950,대구광역시 중구 달구벌대로 2162 (대봉동),
17935,하얀미소연합치과의원,치과의원,053-582-7528,42612,대구광역시 달서구 계대동문로 106 (이곡동),
17936,하얀미소치과교정과치과의원,치과의원,02-931-0428,01695,서울특별시 노원구 상계로 64 4층 2호 (상계동),http://smiletoyou.com/main/
17937,하얀미소치과의원,치과의원,743-2842,52684,경상남도 진주시 비봉로34번길 16 5층 (중안동),
17938,하얀미소치과의원,치과의원,02-2671-2875,08241,서울특별시 구로구 고척로 239 (고척동),
17939,하얀미소치과의원,치과의원,02-376-2875,03692,서울특별시 서대문구 증가로 131-1 2층 (남가좌동),
17940,하얀미소치과의원,치과의원,031-262-3457,16876,"경기도 용인시 수지구 현암로 165 302호 (죽전동, 에이스프라자)",
17941,하얀미소치과의원,치과의원,031-429-2875,16036,경기도 의왕시 내손로 10 상가 나동 207호 (내손동),
17942,하얀미소치과의원,치과의원,222-7928,16671,경기도 수원시 권선구 곡선로 48 3층 (곡반정동),
17943,하얀미소치과의원,치과의원,033-531-8575,25720,강원도 동해시 발한로 224 (발한동),
17944,하얀미소치과의원,치과의원,043-291-6300,28744,충청북도 청주시 상당구 중고개로 324 2층 (금천동),
17945,하얀미소치과의원,치과의원,043-881-2804,27666,충청북도 음성군 대소면 오태로 171 (),
17946,하얀미소치과의원,치과의원,042-841-2884,32804,충청남도 계룡시 엄사면 번영로 20 4층,
17947,하얀미소치과의원,치과의원,041-584-2875,31037,충청남도 천안시 서북구 직산읍 삼은3길 4 4층,
17948,하얀미소치과의원,치과의원,063-255-2855,54823,전라북도 전주시 덕진구 천마산로 66 (송천동1가),
17949,하얀미소치과의원,치과의원,054-956-7002,40137,경상북도 고령군 대가야읍 왕릉로 114 114,
17950,하얀미소치과의원,치과의원,053-326-7528,41438,대구광역시 북구 구암로21길 1 (읍내동),
17951,하얀미소치과의원,치과의원,055-552-7528,51605,"경상남도 창원시 진해구 용원로 31 501호 (용원동, 용원복지회관)",
17952,하얀부부치과의원,치과의원,063-251-2872,54834,전라북도 전주시 덕진구 송천중앙로 157 (송천동1가),
17953,하얀새이치과의원,치과의원,02-993-5156,01011,서울특별시 강북구 삼양로 509 (수유동),
17954,하얀수치과의원,치과의원,051-728-0075,46015,부산광역시 기장군 정관면 정관로 563 4층,
17955,하얀이치과의원,치과의원,055-385-0772,50619,경상남도 양산시 중앙로 179 (북부동),
17956,하얀이치과의원,치과의원,02-960-7528,02484,서울특별시 동대문구 홍릉로 36-2 2층 (청량리동),
17957,하얀이치과의원,치과의원,051-305-9667,46920,"부산광역시 사상구 사상로 478 2층 (모라동, 동한빌딩)",
17958,하얀이치과의원,치과의원,051-628-2728,48311,부산광역시 수영구 황령대로481번길 30 (남천동),
17959,하얀이치과의원,치과의원,031-709-0951,13500,"경기도 성남시 분당구 장미로 139 203호 (야탑동, 매화마을2단지상가)",
17960,하얀이치과의원,치과의원,032-556-2875,21027,인천광역시 계양구 병방시장로 79 2층 (병방동),
